"This Game reached officially Gold-Status, for me it reached Platinum-Status.  A 100000/10 it is far beyond the maximum points  𝔼ℕ𝔾𝕃𝕀𝕊ℍ ℝ𝕖𝕧𝕚𝕖𝕨 The story about Kuro's descendant Ku is lovingly staged - even with dramatic spatial story sequences: On a trip with Ori, the orphan owl's patched plumage fails in the thunderstorm, so that both end up in different places in the forest and the likeable hero turns out to be again embarks on an open exploration journey. The story takes a back seat most of the time, but now conversations with all sorts of mystical creatures like the resourceful Moki or a wise giant toad make a nice change. The focus here is on bouncing, action and exploration. The decision for direct combat control is actually a blessing for the open platformer in the Metroid style: above the opponent you slit down with the ghost blade, knock a spiny reptile with a hammer out of the tank or shoot a three-part arrow with the bow a cocky plant. Wipe-wipe-wipe - and it goes on - while you double jump and dash through the projectile chaos. Very elegant! More and more acrobatic tricks like a grappling hook or feather paraglider are released, in which the ""turning back"" of opponents and projectiles is still one of the coolest examples. At the push of a button, an explosive bullet hisses back to the sender - or you use the ability to hurl the entire flame beetle into a row of spikes. Have a good flight! A new highlight is the digging ability, thanks to which Ori slips through hidden tunnels, discovers new places and catapults itself on heights when exiting the earth with an extra thrust. A nice homage to the age-old snake principle, because you can also shoot through aggressive sandworms to disassemble them properly. It gets similarly fluid and tricky under water: there, the blue-glowing all-rounder repeatedly attracts intrusive torpedo beasts to porous walls. It is also nice that different techniques do not degenerate into gimmicks, but have to be extensively linked in the huge world. The variety of mechanics and challenges is enormous! There are insidious deposits, online challenges with leaderboards and friend-spirits, shy algae switches, gliding with the owl Ku, exciting boss fights and much, much more. Against the first armored Obermotz beetle, rhythmic dodging and striking is enough. In order not to end up under the claws of a glowing giant spider, more acrobatics is required with the lasso.  Wonderful Game 𝔾𝔼ℝ𝕄𝔸ℕ ℝ𝕖𝕧𝕚𝕖𝕨 Die Geschichte um Kuros Nachfahre Ku ist herzallerliebst in Szene gesetzt – sogar mit dramatischen räumlichen Story-Sequenzen: Auf einem Ausflug mit Ori versagt das geflickte Federkleid der Waisen-Eule im Gewitter, so dass beide an unterschiedlichen Orten im Wald landen und der sympathische Held sich erneut auf eine offene Erkundungs-Reise begibt. Die Geschichte tritt zwar die meiste Zeit über in den Hintergrund, trotzdem bilden die Gepräche mit allerlei mystischen Kreaturen wie den findigen Moki oder einer weisen Riesenkröte einen schönen Rahmen. Im Zentrum stehen hier das Hüpfen, Action und die Erkundung. Die Entscheidung für eine direkte Kampfsteuerung ist tatsächlich ein Segen für den offenen Plattformer im Metroid-Stil: Noch über dem Gegner schlitzt man mit der Geisterklinge nach unten, kloppt ein stachliges Kriechtier schwungvoll mit dem Hammer aus dem Panzer oder schießt mit dem Bogen eine dreigeteilten Pfeil zu einer übermütig schnappenden Pflanze. Wisch-wusch-wisch – und weiter geht‘s – während man per Doppelsprung und Dash durch das Projektil-Chaos turnt. Sehr elegant! Nach und nach werden weitere akrobatische Tricks wie ein Greifhaken oder Feder-Gleitschirm freigeschaltet, bei denen das „Umkehren“ von Gegnern und Projektilen nach wie vor zu den coolsten Exemplaren gehört. Auf Knopfdruck zischt ein explosives Geschoss zurück zum Absender – oder man schleudert mit Hilfe der Fähigkeit gleich den kompletten Flammenkäfer in eine Reihe Stacheln. Guten Flug! Ein neues Highlight ist die Grabfähigkeit, dank der Ori durch versteckte Tunnels schlüpft, neue Orte entdeckt und sich beim Austritt aus der Erde mit Extraschub auf Anhöhen katapultiert. Eine schöne Hommage ans uralte Snake-Prinzip, da man auch quer durch angriffslustige Sandwürmer schießt, um sie fachgerecht zu zerlegen. Ähnlich flüssig und knifflig wird es unter Wasser: Dort lockt das blau glühende Multitalent immer wieder aufdringliche Torpedo-Biester zu porösen Wänden. Schön auch, dass unterschiedliche Techniken nicht zum Gimmick verkommen, sondern in der riesigen Welt ausführlich miteinander verknüpft werden müssen. Der Abwechslungsreichtum der Mechaniken und Herausforderungen ist enorm! Es gibt Schleich-Einlagen, Online-Herausforderungen mit Bestenlisten und Freundes-Geistern, scheue lebendige Algen-Schalter, das Gleiten durch Aufwinde mit Eule Ku, spannende Bosskämpfe und vieles, vieles mehr. Gegen den ersten gepanzerten Obermotz-Käfer reicht noch rhythmisches Ausweichen und Zuschlagen. Um später nicht unter den Klauen einer glühenden Riesenspinne zu landen, ist schon mehr Akrobatik am Lasso gefragt. Wundervolles Spiel Powered by HoI 4 Valve Curatorgroup",True,False
"Game recommendation: / / In a world where boundless evil reigns, we are assigned the role of a fallen warrior named Talion, who loses his son and wife before his very eyes, and then he is sacrificed for a ritual ceremony in order to invoke the spirit of the Light Lord. Celebrimbor aka the Light Lord takes over Talion and they become one. Later, Talion learns that death has rejected him and he is stuck between the world of Light and the world of Darkness, which means that he cannot find peace and reunite with his family in the afterlife. Therefore, in order to remove the curse, Talion, together with the Light Lord, will have to find the Black Hand of Sauron and destroy him. If you mix such famous games as Batman and Assassins creed, then we got Middle-earth: Shadow of Mordor, only with its own exciting world and many interesting moments. What I liked most about the game was the variety of enemies and their character. But only? Of course not, but I assure you, having spent more than 20 hours in the game, I met only a couple of monotonous opponents, which is good news. I don't know why many people write that the game presents players with a tedious process of passing ... I went through Middle-earth: Shadow of Mordor with great interest, although I am not a fan of films and books of this universe. After completing the introductory quest, a small open world awaits us, which is divided into two maps: In addition to 20 main quests, there are quite a few side quests in the game that are related to the rescue of outcasts; completing various challenges and collecting collectibles scattered around the world. Thanks to the Towers - Forges, which we visit during the game, it will be possible to use them in the future as fast travel around the world, as well as use them to speed up the events of the game. It's up to you which path to go, you can deliver deadly blows from the shadows, or go ahead against large clusters of opponents, but when the enemy raises the alarm, the battles become hotter. During the battles, we can use various decoys that give us advantages. For example, when we drop the bait, then in a couple of seconds a flock of hungry Karagor will come running to it or a huge Graug will come (depending on the bait), and it is also possible to knock down nests with Morgai flies, after which the enemies will scatter in different directions. It is worth noting that the game has quite a few epic-beautiful finishing moves (Execution). In order to carry out the execution, you need to reach a certain amount of combos, after which our hero will enter the rage mode, and the limbs of the enemies in the meantime will scatter in different directions. Also in the game, for completing tasks and killing enemies, we gain experience, which in the future allows us to acquire new abilities and skills, which are divided into two categories: Another interesting and important aspect of the game that is worth noting. Enemies in the game are divided into Leaders, Captains and ordinary warriors. In order to reveal the identity of any captain, it is enough to interrogate any private, and in order to reveal the identity of the leader, in this case it is necessary to press the captain against the wall. Also, Leaders and Captains have their own weaknesses and advantages, which we can learn from certain warriors or find information randomly in fortresses. Each leader has his own bodyguards - these are the same captains. If you killed the leader, then one of the bodyguards will take his place. It is also worth noting that if you fell in battle at the hands of an ordinary private, then in this case he will become the captain. Thus, he can be elevated to the Leader. There is also a reverse turn. Over time, we will get an interesting Brand ability. With the help of this skill, you can recruit absolutely any opponent and make him our supporter. For example, if you brand the Leader, then he and all his bodyguards will go over to our side, and in the future he can be set on another Leader. This way we can gather our own army and issue orders to them. You can also brand the captain and introduce him as a bodyguard to one of the Chiefs. Mutants can also be branded and used both in battles and simply in movement. In general, this is a completely interesting game in its theme, which is worth plunging into and clearing the lands of Mordor from evil. ",True,False
"I hope the following parts will be like this. The art has become more high quality, pleasing to the eye and in high resolution. The achievements were cool (with the faces of the devacs from the game), but then they decided to rename the game to a different name and the achievements were returned, as in the previous games. MEMBERSHIP ",True,False
xD ,True,False
"The game is so-so, not very addictive either by the plot or by the atmosphere, the community is toxic. ",True,False
HOLY CRAP! ,True,False
One of the best games I have played ,True,False
"It is highly recommended to purchase (cleared for a permanent souvenir) When the commander is rescued, the aliens who seem to be crushing humanity by their strength are doomed to fail, the more desperate and oppressive they are. When human beings fight for freedom, their courage is Will burst out of my heart 1. Excellent strategy game 2. Hardcore death penalty (fortunately, it can be saved and loaded at any time) Very cool character customization ----------------- -------------------------------------------------- --- 8 points for the screen; 5 points for the feel; 3 points for the plot; the permanent collection of the weapons of the Chosen One is really cool-Denis ",True,False
"Endless Zone is an endless space shooter made by Sega in its 60th anniversary free games. PROS: ~Its free ~It looks pretty good for a free game ~Its soundtrack is pretty good for a free game ~It lacks the need to purchase it CONS: ~The game is a bit hard and has little more than space shooting OVERALL: 7/10 Its a free game with free things and free fun, its better than your average flash game. Its free. Get it. Free ",True,False
"is good game, many fun ",True,False
gta SA forever: v ,True,False
"One story after passing The game will become boring There is a good saying for those branches of the plot there is no clearance before saving to do Wait for the game, the plot of customs clearance. You will not want to play Good above offline As in online mode In principle, we will not touch this game If at 6 to go out before decapsulation may be ",True,False
"It was a very successful work. One of the best short films that can be shot with a good budget tells what can happen if we ignore a small mistake .. Watch it, Watch it .. ",True,False
(Review text hidden) ,True,False
Very good truth: D ,True,False
"This game is very good. good story, amazing graphics. no problems with it. ",True,False
it does not make me set the commands on my joystick x plots. ,True,False
⛧ 🅻 🆄 🆂 🆃 ⛧ ,True,False
Cool game ,True,False
Survival feels very good! Even AFK can't stand! ,True,False
READ THIS WHO WRITTEN THE TOSUN ,True,False
Fun game with lots of things to do. You will probably spend a lot of time playing: P ,True,False
Cool ,True,False
Sell your house and buy this game (Legends of such legends are a game) Very good man ..... I played more than the hour I played (: I HARD MY HANDS FOR NOT Crying ... ,True,False
"Steam awards .. By the way, nobody game is good, did not write badly either steam cards or profile design xd ",True,False
It would hurt. very good ,True,False
"The game itself I think is beautiful and interesting, you build your little house, look for food, cut down trees, kill monsters, go crazy, etc. If I don't die every time on the fourth day as I try to light the fire. ",True,False
"Fly like a superhero, What not to like! ",True,False
"After adding Trust Factor, I started to notice fewer cheaters. It has become a pleasure to play, thanks! ",True,False
Really enjoyed this. It's made to the familiar formula but the game play and story are good. Definitely a console port - but well done. ,True,False
"need to unlock more cars and more roads, to write a better review. road is more tight than i expected. of course it is, is a rally game. where driving skill is required. where practice makes U better. i have some experience from other racing games,but this one is a challenge. where practice can make me better. better enough to win a championship. i”m a winner. ",True,False
"probably the best game from Telltale, the end touched ( ",True,False
"While playing this production, I realized that the clicker can really take a few nice hours and I think that if the recently popular ""clicks"" are really decent and justified 9/10 ",True,False
Its very FUN and GOOD xD ,True,False
♥️ ,True,False
"8 reais best spent in my entire life, it has a huge collection of animated wallpapers that the community itself creates. Besides having how to find that AMV fuck in the workshop, 10/10 ",True,True
good game ,True,False
Very Nice Game Open World Enjoy More With Your Friends :) Good Games Already ,True,False
i got that game on 3 different account now over 1000h playtime 1000h = 42 days try to find a girlfriend in 42 days 10/10 girlfriends ,True,False
"The overall experience is acceptable, and the server and game optimization aspects are not bad. Some game details need to be further optimized and improved. ",True,True
Best controller I've ever used. ,True,False
Best game on earth ,True,False
"The game is basically normal played with friends. My Win 10 game did not crash, but I ignored it and asked to update the driver there and went on to play. A friend spoke on Win 7, too, all the rules, but a couple of times it poured out with an error, but it's not scary. The plot is good and interesting, but I advise you to take place at medium and higher difficulty on low enemies of dodiki. The multiplayer is not an impact, as it was a free game and the remaining 10 hours are not enough to evaluate the multiplayer. And so I advise! ",True,False
Excellent game <3 ,True,False
The best survival horror game 10/10 :) ,True,False
"This game is ♥♥♥♥♥♥, just ♥♥♥♥♥♥... ",True,False
like it ,True,False
"This game is a killer apart from the fact that there are impossible races, boring and impossible time trials (like the 20km race or at the finish line we see that we are missing 2 seconds). Drag races impossible, it looks like you didn't even test them before you implemented them in the game. If you love motorbikes go for it, buy this game but I sincerely ask you Milestone to review these missions which block a lot of people: / ",True,False
"I generally don't like puzzle games, but this one combined with strong roguelike elements provided me with great depth and I've enjoyed it a lot. It's quite hard, but after completing a level it's extremely satisfying. One of my favourite games ever. ",True,False
. ,True,False
"* If you ask the for honor esportsman if he is gay, he will answer that he knows how to parry lights and pull mid against three solo * ",True,False
Best MOBA ,True,False
