# id:9--18--9
0.82,-0.89,-0.72237639464881
0.42,0.38,-0.63315153766785
0.62,-0.68,-0.14210212707858
-0.13,0.03,0.19999594703915
0.22,0.72,-1.1113902518927
0.47,-0.3,-0.35004647375799
0.35,-0.59,0.58825494248898
-0.03,-0.46,0.32371748318194
-0.03,0.6,-0.71324095814373
-0.83,-0.96,-0.32651260345078
0.48,0.82,-1.5598943880684
-0.37,0.82,-1.1445765687442
0.67,0.44,-1.4483820963136
-0.08,-0.73,0.32581541343691
0.62,0.16,-0.93618673225085
-0.04,0.44,-0.84769674862463
0.28,-0.62,0.1368765487059
-0.19,-0.11,-0.17139014138482
-0.3,0.68,-0.63494335106763
0.93,0.93,-2.823909329381
0.4,0.39,-0.75403758577679
-0.38,-0.25,0.21356185365465
0.81,0.6,-1.7486011332126
0.3,-0.23,-0.17179642204106
0.19,0.47,-0.35599047047765
-0.19,-0.33,-0.12711965634369
0.28,0.45,-0.51810507945904
-0.51,-0.06,-0.41758582561571
-0.11,0.41,-0.51942561022066
0.22,-0.5,0.70257079145257
-0.43,-0.83,0.36030140726788
0.95,0.86,-2.4757296422921
-0.44,-0.25,-0.6336104723181
-0.25,0.26,-0.75604492940993
-0.57,-0.33,-0.54869954642071
0.19,0.83,-1.1858626599221
-0.94,0.81,-2.8300729620886
-0.42,0.87,-1.389527230109
0.4,0.88,-1.3535709268472
-0.36,-0.41,0.49821885404569
0.34,0.46,-0.70281121709606
0.26,-0.38,0.03812147404068
-0.1,0.75,-0.70577039033209
0.57,0.8,-1.2250035120799
0.16,-0.22,-0.0038204260856974
-0.7,0.74,-1.5353781107992
-0.05,-0.76,1.0357178337647
0.59,0.52,-1.2359951879731
0,-0.67,0.29635597688294
-0.22,0.43,-0.23932854869643
0,0.97,-1.1891050454159
0.26,0.07,-0.0064390536827961
0.77,0.84,-1.7897473577339
-0.07,0.16,-0.17193019345429
0.72,0.58,-1.5384512321362
0.75,0.05,-1.2465405439335
0.03,0.01,-0.12247881469547
0.67,0.94,-2.2701142166794
-0.24,0.23,-0.17042178231217
0.73,0.92,-1.725951892184
-0.99,-0.97,-1.197167322948
0.65,-0.03,-0.67782441740154
-0.72,0.23,-1.0662576897093
-0.52,0.28,-1.0578918549537
0.57,0.26,-0.77241329991037
-0.29,-0.44,0.20107420566578
0.22,0.98,-1.521846517816
0.64,-0.02,-0.79693550358413
0.81,-0.44,-0.92877440199928
-0.86,0.53,-2.3499119742268
-0.86,0.9,-2.2120702939968
-0.43,0.17,-0.57978258404847
-0.1,-0.76,0.94234614295481
0.1,0.67,-0.83337566454572
0.48,-0.17,-0.35900578922368
0.58,0.49,-1.1260199781352
-0.14,0.22,-0.017179759136301
-0.55,0.14,-0.87580438380651
-0.55,-0.07,-0.59169795777964
-0.58,-0.99,0.65038164596672
-0.81,0.14,-1.6184246424887
-0.42,0.41,-1.0072376455881
0.11,-0.79,1.0306456951584
